5/10/2022 14:44:55, Sensor_002, Graz, 23.69, 42.84, 99936.06, 1387, 4888, 3501, 409.24, 264, 375, 476, 567, -68
5/10/2022 14:45:6, Sensor_002, Graz, 23.68, 42.84, 99937.25, 1394, 4912, 3518, 411.20, 264, 376, 476, 567, -60
